strategy,n_labels,accuracy,macro_f1,f1_AGN,f1_STAR,f1_COMPACT_OBJECT
random,490,0.8678815489749431,0.6228898113757192,0.864321608040201,0.9043478260869565,0.1
random,510,0.8678815489749431,0.6219409282700422,0.8658227848101265,0.9047619047619048,0.09523809523809523
random,530,0.8656036446469249,0.6201537998721468,0.8600508905852418,0.9051724137931034,0.09523809523809523
random,550,0.8633257403189066,0.6195642133587446,0.8593350383631714,0.8993576017130621,0.1
random,570,0.8701594533029613,0.6243167382052474,0.8658227848101265,0.9071274298056156,0.1
random,590,0.8633257403189066,0.6188996841389788,0.8614609571788413,0.9,0.09523809523809523
random,610,0.8656036446469249,0.6224728487886382,0.8621553884711779,0.9,0.10526315789473684
random,630,0.8678815489749431,0.6268189292713514,0.864321608040201,0.8984881209503239,0.11764705882352941
random,650,0.8678815489749431,0.6577099338760845,0.865,0.8976034858387799,0.21052631578947367
random,670,0.8701594533029613,0.6840820047931645,0.865,0.9015317286652079,0.2857142857142857
random,690,0.8656036446469249,0.6810380332768392,0.8606965174129353,0.8967032967032967,0.2857142857142857
random,710,0.8678815489749431,0.6822090817550149,0.8600508905852418,0.9008620689655172,0.2857142857142857
random,730,0.8656036446469249,0.7109062980030721,0.8571428571428571,0.8946236559139785,0.38095238095238093
random,750,0.8724373576309795,0.7158202688237442,0.868020304568528,0.8984881209503239,0.38095238095238093
random,770,0.8678815489749431,0.657187790760856,0.8608247422680413,0.9002123142250531,0.21052631578947367
random,790,0.8701594533029613,0.6268063231092359,0.868020304568528,0.9012875536480687,0.1111111111111111
random,810,0.8656036446469249,0.6235065344698051,0.8600508905852418,0.8993576017130621,0.1111111111111111
random,830,0.8656036446469249,0.6558576381764073,0.8600508905852418,0.8969957081545065,0.21052631578947367
random,30,0.6013667425968109,0.48585717377700327,0.6572237960339944,0.6995073891625616,0.10084033613445378
random,50,0.7289293849658315,0.5378625823564644,0.7413793103448276,0.8076923076923077,0.06451612903225806
random,70,0.7972665148063781,0.5853563700630234,0.7956403269754768,0.8523206751054853,0.10810810810810811
random,90,0.8154897494305239,0.5831079664772428,0.8188976377952756,0.8535031847133758,0.07692307692307693
random,110,0.8382687927107062,0.5991725768321513,0.8333333333333334,0.8808510638297873,0.08333333333333333
random,130,0.8314350797266514,0.594014134014134,0.825974025974026,0.8760683760683761,0.08
random,150,0.8314350797266514,0.5695658638120725,0.8315789473684211,0.8771186440677966,0.0
random,170,0.8314350797266514,0.5689609836490566,0.8302872062663186,0.8765957446808511,0.0
random,190,0.835990888382688,0.6224124024124024,0.8311688311688312,0.8760683760683761,0.16
